ProductEAN;Prijs ;Currency;AffiliateLink
730143309202;199.9;€;https://www.alternate.be/AMD/Ryzen-7-2700X-3-7-GHz-(4-3-GHz-Turbo-Boost)-socket-AM4-processor/html/product/1431749?
